name,city,state,chain,trophies,hero,amenities,hours,desc,address,phone,directions,snippets,tss,paintSafe,fails
Mobil "Touchless" Car Wash,Macomb,MI,Mobil,"Richmond, MI #2",ok,true,true,true,true,true,true,4,71,false,"READY"
Turn 4 Car Wash,Marinette,WI,,"Sturgeon Bay, WI #1",ok,true,true,true,true,true,true,5,78,false,"READY"
Gerber Car Wash,Kenosha,WI,,"Kenosha, WI #2",ok,true,true,true,true,true,true,14,84,false,"READY"
Soapy Joe's Car Wash - E Valley Pkwy, Escondido,Escondido,CA,,"Oceanside-Carlsbad, CA #2",ok,true,true,true,true,true,true,15,80,false,"READY"
Hurricane Carwash South,Carthage,MO,,"Joplin, MO #3",ok,true,true,true,true,true,true,3,58,false,"TSS:58"
Klean Freak Car Wash,Silverdale,WA,,"Seattle, WA #2",ok,true,true,true,true,true,true,60,84,true,"READY"
Shine Brite Car Wash,Ashland City,TN,,"Nashville, TN #3",ok,true,true,true,true,true,true,5,77,false,"READY"
Excel Car Wash,Tyler,TX,,"Tyler, TX #1",ok,true,true,true,true,true,true,2,82,false,"snips(2)"
Automatic Touchless Car Wash,Stuart,FL,,"Stuart, FL #2",ok,true,true,true,true,true,true,7,51,false,"TSS:51"
Elephant Touchless Car Wash,Medical Lake,WA,Elephant Car Wash,"Spokane, WA #3",ok,true,true,true,true,true,true,6,86,false,"READY"
Rapid Car Wash,Rochester,NY,,"Rochester, NY #2",ok,true,true,true,true,true,true,23,76,true,"READY"
Splash Car Wash,Jacksonville,AR,Splash Car Wash,"Little Rock, AR #2",ok,true,true,true,true,true,true,4,82,false,"READY"
Scrub Co Car Wash,Port Ewen,NY,,"Poughkeepsie, NY #1",ok,true,true,true,true,true,true,14,85,false,"READY"
Caz Car Wash,Cazenovia,NY,,"Syracuse, NY #3",ok,true,true,true,true,true,true,5,73,false,"READY"
Park Place Car Wash & Detail,Encinitas,CA,,"Oceanside-Carlsbad, CA #1; San Diego, CA #1",ok,true,true,true,true,true,true,14,80,true,"READY"
Royal Ozarks Car Wash,St Charles,MO,,"St. Louis, MO #1",ok,true,true,true,true,true,true,14,89,false,"READY"
Lindsay Carwash,Mesa,AZ,,"Phoenix, AZ #2",ok,true,true,true,true,true,true,36,90,true,"READY"
Dazzler's Car Wash,Missoula,MT,,"Missoula, MT #1",ok,true,true,true,true,true,true,15,94,true,"READY"
Vegas Suds Carwash,Las Vegas,NV,,"Las Vegas, NV #1",ok,true,true,true,true,true,true,30,71,true,"READY"
Kickin Mule Car Wash,Lambertville,MI,,"Toledo, OH #1",ok,true,true,true,true,true,true,7,86,false,"READY"
All American Car Wash,Gretna,LA,,"New Orleans, LA #1",ok,true,true,true,true,false,true,4,42,false,"TSS:42"
Troy's Finest Car & Pet Wash,Troy,IL,,"St. Louis, MO #2",ok,true,true,true,true,true,true,11,84,false,"READY"
Splash Time Car Wash,North Little Rock,AR,,"Little Rock, AR #1",ok,true,true,true,true,true,true,7,85,false,"READY"
Black Dog Car Wash,Belmont,NH,,"Laconia, NH #1",ok,true,true,true,true,true,true,41,97,true,"READY"
Oasis Auto Spa Car Wash & Coin Laundry,Joplin,MO,,"Joplin, MO #1",ok,true,true,true,true,true,true,7,64,false,"READY"
Auto Worx Auto Wash,Raleigh,NC,,"Raleigh-Durham, NC #1",ok,true,true,true,true,true,true,27,71,false,"READY"
St. Croix Car Wash,Oak Park Heights,MN,,"Minneapolis-St. Paul, MN #3",ok,true,true,true,true,true,true,3,84,false,"READY"
Wash Station,Wauwatosa,WI,,"Milwaukee, WI #3",ok,true,true,true,true,true,true,16,85,false,"READY"
Wash World Car Wash,Owasso,OK,,"Tulsa, OK #2",ok,true,true,true,true,true,true,6,86,false,"READY"
New England Touchless Car Wash,Brunswick,ME,,"Lewiston, ME #1",ok,true,true,true,true,true,true,14,85,true,"READY"
Rice Street Car Wash,St Paul,MN,,"Minneapolis-St. Paul, MN #2",ok,true,true,true,true,true,true,21,83,false,"READY"
Shammy's Auto Wash,Lexington,KY,,"Lexington, KY #2",ok,true,true,true,true,true,true,53,85,true,"READY"
Salty Dog Car Wash - S Nova,Daytona Beach,FL,Salty Dog Car Wash,"New Smyrna Beach, FL #2",ok,true,true,true,true,true,true,9,91,false,"READY"
TouchFree Automatic Car Wash,Tampa,FL,,"Tampa, FL #3",ok,true,true,true,true,true,true,49,83,true,"READY"
Royal Wash,Faribault,MN,,"Owatonna, MN #1",ok,true,true,true,true,true,true,4,86,false,"READY"
Clementine's Carwash,Louisville,KY,,"Louisville, KY #1",ok,true,true,true,true,true,true,21,93,true,"READY"
Tom's Carwash,Royersford,PA,,"Philadelphia, PA #2",ok,true,true,true,true,true,true,13,93,true,"READY"
Splash Car Wash,Missoula,MT,Splash Car Wash,"Missoula, MT #2",ok,true,true,true,true,true,true,9,86,true,"READY"
Touchless Automatic Car Wash,Oklahoma City,OK,,"Oklahoma City, OK #2",ok,true,true,true,true,false,true,19,90,true,"READY"
76,Penryn,CA,76,"Sacramento, CA #2",ok,true,true,true,true,true,true,3,80,false,"READY"
Star-Brite Car Wash and Lube Center,Mt Vernon,OH,,"Mount Vernon, OH #1",ok,true,true,true,true,true,true,7,82,false,"READY"
Pit Stop Touch Free Car Wash,Milwaukee,WI,,"Milwaukee, WI #1",ok,true,true,true,true,true,true,27,96,true,"READY"
Spritz Car Wash,Glenville,NY,Spritz Car Wash,"Saratoga Springs, NY #3",ok,true,true,true,true,true,true,18,68,false,"READY"
Clean Getaway Auto Wash,Nashville,TN,,"Nashville, TN #1",ok,true,true,true,true,false,true,10,92,false,"READY"
Autowash @ Longmont Car Wash,Longmont,CO,Autowash,"Longmont, CO #3",MISSING,true,true,true,true,true,true,36,86,true,"hero"
Kwik Trip,SUN PRAIRIE,WI,Kwik Trip,"Madison, WI #1",ok,true,true,true,true,true,true,5,72,false,"READY"
Wild Wild Wash,Reno,NV,,"Reno, NV #2",ok,true,true,true,true,true,true,4,80,false,"READY"
Foam and Wash Car Wash,Fishkill,NY,Foam & Wash,"Poughkeepsie, NY #3",ok,true,true,true,true,true,true,7,85,false,"READY"
Foam & Wash Car Wash,Fishkill,NY,Foam & Wash,"Poughkeepsie, NY #2",ok,true,true,true,true,true,true,23,67,true,"READY"
Zaug Wash,Rapid City,SD,,"Rapid City, SD #1",ok,true,true,true,true,true,true,25,89,true,"READY"
MegaWash,Ashland,VA,,"Richmond, VA #2",ok,true,true,true,true,true,true,13,85,false,"READY"
Jimmy's Ultra Express Car Wash,Murrieta,CA,,"Temecula, CA #1",ok,true,true,true,true,true,true,14,66,true,"READY"
Touchless Car Wash,Santa Clara,CA,,"San Jose, CA #1",ok,true,true,true,true,false,true,91,84,true,"READY"
National Pride Car Wash on 39th,Kenosha,WI,,"Kenosha, WI #1",ok,true,true,true,true,true,true,13,91,false,"READY"
Sonic Wave Car Wash Blairsville,Blairsville,PA,,"Johnstown, PA #2",ok,true,true,true,true,true,true,2,62,false,"snips(2)"
Aqua-Tech Car Wash,Davenport,IA,,"Quad Cities, IA-IL #3",ok,true,true,true,true,true,true,19,64,false,"READY"
Spot Free Car Wash - Monrovia,Monrovia,CA,,"Los Angeles, CA #3",ok,true,true,true,true,true,true,7,85,true,"READY"
Auto Wash Express,Tucson,AZ,,"Tucson, AZ #1",ok,true,true,true,true,true,true,10,48,false,"TSS:48"
Aqua Jet Car Wash of Cheswick,Cheswick,PA,,"Pittsburgh, PA #1",ok,true,false,true,true,true,true,20,90,true,"hours"
Valley Suds Touchless & Self Serv Car Wash,Centuria,WI,,"New Richmond, WI #3",ok,true,true,true,true,false,true,3,62,false,"READY"
Classy Chassis Self-Serve Car Wash - Sprague Ave,Tacoma,WA,,"Seattle, WA #1; Tacoma, WA #1",ok,true,true,true,true,true,true,42,85,true,"READY"
Fast Auto Wash,Sioux Falls,SD,,"Sioux Falls, SD #2",ok,true,true,true,true,true,true,6,85,false,"READY"
Hurricane Carwash Webb City,Webb City,MO,,"Joplin, MO #2",ok,true,true,true,true,true,true,6,62,false,"READY"
OTTO Car Wash,Kansas City,MO,,"Kansas City, MO #1",ok,true,false,true,true,true,true,25,95,true,"hours"
Kwik Trip,PRINCETON,MN,Kwik Trip,"North Branch, MN #1",MISSING,true,true,true,true,true,true,2,80,false,"hero,snips(2)"
Gary Rome Car Wash,Holyoke,MA,,"Northampton, MA #2",ok,true,true,true,true,true,true,12,81,false,"READY"
U-Wash Car Wash,Nashville,TN,,"Nashville, TN #2",ok,true,true,true,true,false,true,18,62,true,"READY"
1st Class Car Wash,Burien,WA,,"Tacoma, WA #3",ok,true,true,true,true,true,true,9,74,false,"READY"
Salty Dog Car Wash - E New York,DeLand,FL,Salty Dog Car Wash,"New Smyrna Beach, FL #1",ok,true,true,true,true,true,true,13,86,true,"READY"
The Wave Auto Wash,Sioux Falls,SD,,"Sioux Falls, SD #1",ok,true,true,true,true,false,true,17,89,true,"READY"
Bloomingdale Self-Serve Car Wash,Bloomingdale,NJ,,"New York City, NY #2; Northern NJ #2",ok,true,true,true,true,true,true,25,73,true,"READY"
Motor City Auto Wash,Phoenix,AZ,,"Phoenix, AZ #3",ok,true,true,true,true,true,true,63,91,true,"READY"
The Wash Lab LLC,Bentonville,AR,,"Fayetteville-Bentonville, AR #1",ok,true,true,true,true,false,true,7,80,false,"READY"
Car Wash City,Springfield,IL,,"Springfield, IL #1",ok,true,true,true,true,true,true,4,56,false,"TSS:56"
Bernard's Chevron Touchless Car Wash,Livermore,CA,Chevron,"San Francisco, CA #3",ok,true,true,true,true,true,true,14,80,false,"READY"
Lucky Ducky Car Wash | TOUCHLESS Car Wash | Lansing,Lansing,MI,,"Lansing, MI #1",ok,true,true,true,true,true,true,25,93,false,"READY"
Wash World Car Wash,Boalsburg,PA,,"State College, PA #2",ok,true,true,true,true,true,true,5,84,false,"READY"
Klean Ride Touchless and Self-Sevice Car Wash,San Antonio,TX,,"San Antonio, TX #3",ok,true,true,true,true,true,true,16,90,false,"READY"
Touch Free Car Wash,Miami,FL,,"Miami, FL #3",ok,true,true,true,true,false,true,7,70,false,"READY"
Shammys Auto Wash,Owensboro,KY,,"Owensboro, KY #2",ok,true,true,true,true,true,true,7,75,false,"READY"
Tornado Car Wash,Omaha,NE,,"Omaha, NE #1",ok,true,true,true,true,true,true,57,85,true,"READY"
Port City Touchless Car Wash,Portsmouth,NH,,"Sanford, ME #1",ok,true,true,true,true,true,true,22,82,true,"READY"
Kwik Shine Car Wash - TOUCHLESS car wash,Ephrata,PA,,"Lancaster, PA #3",ok,true,true,true,true,true,true,22,85,false,"READY"
WAVE'S Carwash,McKees Rocks,PA,,"Pittsburgh, PA #2",ok,true,true,true,true,true,true,16,84,true,"READY"
Blue Tide Car Wash - Touchless,Sioux Falls,SD,Blue Tide Car Wash,"Sioux Falls, SD #3",ok,true,true,true,true,true,true,3,85,false,"READY"
Mobil,Fort Lauderdale,FL,Mobil,"Miami, FL #2",ok,true,true,true,true,true,true,3,72,false,"READY"
RiverFront Detail and WiggyWash of Arkansas,Little Rock,AR,,"Little Rock, AR #3",ok,true,true,true,true,true,true,7,73,false,"READY"
Phil Dean's Car Wash,St. Petersburg,FL,,"Tampa, FL #1",ok,true,true,true,true,true,true,26,87,true,"READY"
Magic Wash Inc,Middleton,WI,,"Madison, WI #2",ok,true,true,true,true,true,true,23,58,false,"TSS:58"
Our Town Car Wash,South Hadley,MA,,"Northampton, MA #3",ok,true,false,true,true,true,true,3,82,false,"hours"
Ride With Pride Carwash 2,Taylorsville,NC,,"Statesville, NC #2",ok,true,true,true,true,true,true,2,69,false,"snips(2)"
Mocksville Auto Pride Carwash,Mocksville,NC,Royal Rinse Car Wash,"Statesville, NC #3",ok,true,true,true,true,true,true,10,64,false,"READY"
Biddeford Auto Wash,Biddeford,ME,,"Portland, ME #1",ok,true,true,true,true,true,true,23,73,false,"READY"
Hartwell Car Wash,Rock Island,IL,,"Quad Cities, IA-IL #2",ok,true,true,true,true,true,true,10,76,false,"READY"
Max Car Wash,Fallbrook,CA,Max Car Wash,"Oceanside-Carlsbad, CA #3; Temecula, CA #3",ok,true,true,true,true,true,true,15,65,false,"READY"
Rapid Car Wash,Victor,NY,,"Rochester, NY #3",ok,true,true,true,true,true,true,12,74,false,"READY"
Diamond Sparkle Car Wash,Colchester,CT,,"Norwich, CT #3",ok,true,true,true,true,true,true,14,48,true,"TSS:48"
Doyle's Car Wash,Turners Falls,MA,,"Northampton, MA #1",ok,true,true,true,true,true,true,6,84,false,"READY"
Magic Sparkle Automatic and Self-Serve Car Wash,Louisville,KY,,"Louisville, KY #3",ok,true,true,true,true,true,true,15,80,true,"READY"
Sundance Car Wash,Leola,PA,,"Lancaster, PA #1",ok,true,true,true,true,true,true,8,90,false,"READY"
Xtreme Clean Auto Wash,Kalamazoo,MI,,"Kalamazoo, MI #2",ok,true,true,true,true,true,true,25,82,true,"READY"
New Richmond Car Wash,New Richmond,WI,,"New Richmond, WI #1",ok,true,true,true,true,true,true,2,80,false,"snips(2)"
Grand Express Wash,Peoria,AZ,,"Phoenix, AZ #1",ok,true,true,true,true,true,true,24,88,true,"READY"
Spit Shine Car Wash,Nicholasville,KY,,"Lexington, KY #1",ok,true,true,true,true,false,true,12,91,true,"READY"
Uncasville Quick Lube & Car Wash,Uncasville,CT,,"Norwich, CT #1",ok,true,true,true,true,true,true,20,88,false,"READY"
Niagara Car Wash,Baldwinsville,NY,,"Syracuse, NY #1",ok,true,true,true,true,true,true,14,92,false,"READY"
Edison Car Wash,Edison,OH,,"Mount Vernon, OH #2",ok,true,true,true,true,false,true,4,82,false,"READY"
Shammy's Auto Wash,Owensboro,KY,,"Owensboro, KY #1",ok,true,true,true,true,true,true,14,93,true,"READY"
Buggy Bath Car Wash,Anderson,IN,,"Muncie, IN #1",ok,true,true,true,true,true,true,19,81,false,"READY"
Roger's Laser Wash,New Hartford,NY,,"Utica-Rome, NY #1",ok,true,true,true,true,true,true,12,92,false,"READY"
Classic Touch Express Car Wash,Winston-Salem,NC,,"Winston-Salem, NC #1",ok,true,true,true,true,true,true,7,80,true,"READY"
Radiant Shine Wash,Wooster,OH,,"Wooster, OH #3",ok,true,true,true,true,true,true,3,80,false,"READY"
Express Auto Wash,North Brookfield,MA,,"Worcester, MA #3",ok,true,false,true,true,true,true,6,89,false,"hours"
Mr. Shine Auto Wash,Trafford,PA,,"Uniontown, PA #2",ok,true,true,true,true,true,true,3,80,false,"READY"
Keep It Shining Car Wash,Bridgeton,NJ,,"Vineland, NJ #1",ok,true,true,true,true,true,true,10,72,false,"READY"
Champion's AutoWash,Wisconsin Rapids,WI,,"Wisconsin Rapids, WI #1",ok,true,true,true,true,true,true,5,85,false,"READY"
Riverview Wash Haus,Wausau,WI,,"Wausau, WI #1",ok,true,true,true,true,true,true,2,42,false,"snips(2),TSS:42"
College Park Car Wash,College Park,MD,,"Washington, DC #2",ok,true,true,true,true,true,true,78,66,true,"READY"
Canfield Auto Spa,Canfield,OH,Super Suds Auto Spa,"Warren-Youngstown, OH #3",ok,true,true,true,true,true,true,4,87,false,"READY"
Car Wash@821,Plymouth,IN,,"Warsaw, IN #1",ok,true,true,true,true,true,true,9,83,false,"READY"
Valley Car Wash,St Clairsville,OH,,"Wheeling, WV #1",ok,true,true,true,true,true,true,7,63,false,"READY"
Exxon,Bartonsville,PA,Exxon,"Wilkes-Barre, PA #1",ok,true,true,true,true,true,true,3,68,false,"READY"
Southport Auto Wash,Southport,NC,,"Wilmington, NC #2",ok,true,true,true,true,true,true,9,80,false,"READY"
Mint Eco Car Wash and Detail Center,West Palm Beach,FL,,"West Palm Beach, FL #2",ok,true,true,true,true,true,true,42,82,true,"READY"
66 Car Wash,Kernersville,NC,,"Winston-Salem, NC #3",ok,true,true,true,true,true,true,17,67,false,"READY"
Hyper Express Car Wash | TOUCHLESS Car Wash | Smithville,Smithville,OH,,"Wooster, OH #1",ok,true,true,true,true,true,true,4,85,true,"READY"
Andover Laserwash,Andover,KS,,"Wichita, KS #2",ok,true,true,true,true,true,true,18,77,true,"READY"
Prístíne Auto Wash,Utica,NY,,"Utica-Rome, NY #2",ok,true,true,true,true,true,true,6,85,false,"READY"
Marathon #602 (Max Car Wash),Lake Park,FL,Marathon,"West Palm Beach, FL #3",ok,true,false,true,true,true,true,2,69,false,"hours,snips(2)"
Cornerstone Car Wash and Laundromat,Stewartstown,PA,,"York, PA #1",ok,true,true,true,true,true,true,8,88,false,"READY"
Sonic Wave Car Wash,Latrobe,PA,,"Uniontown, PA #3",ok,true,true,true,true,false,true,7,81,false,"READY"
Ashland Laser Wash,Ashland,OH,,"Wooster, OH #2",ok,true,true,true,true,true,true,14,70,true,"READY"
Girard Auto Bath,Girard,OH,,"Warren-Youngstown, OH #2",ok,true,true,true,true,true,true,3,85,false,"READY"
RAMS Auto Spa,Mineral Ridge,OH,,"Warren-Youngstown, OH #1",ok,true,true,true,true,true,true,10,89,false,"READY"
Pink Bird Car Wash,West Palm Beach,FL,,"West Palm Beach, FL #1",ok,true,true,true,true,true,true,8,82,true,"READY"
Checkered Flag Car & Dog Wash,Advance,NC,,"Winston-Salem, NC #2",ok,true,true,true,true,false,true,9,90,false,"READY"
Fitzy's Car Wash,North Grafton,MA,,"Worcester, MA #2",ok,true,true,true,true,true,true,33,85,false,"READY"
Wrightsville Beach Auto Wash,Wilmington,NC,,"Wilmington, NC #3",ok,true,true,true,true,true,true,5,71,false,"READY"
Wash ICT,Wichita,KS,,"Wichita, KS #1",ok,true,true,true,true,true,true,42,81,true,"READY"
Water Works Car Wash- Annapolis,Annapolis,MD,,"Washington, DC #3",ok,true,true,true,true,true,true,24,83,false,"READY"
Anderson Ultra Express Car Wash North George St.,York,PA,,"York, PA #3",ok,true,true,true,true,true,true,13,69,false,"READY"
Ogden Car Wash,Wilmington,NC,,"Wilmington, NC #1",ok,true,true,true,true,true,true,15,72,true,"READY"
Victory Auto Wash - Lowell,Lowell,MA,,"Worcester, MA #1",ok,true,true,true,true,true,true,30,91,true,"READY"
Soaps N Suds Laundromat & Car Wash,Virginia Beach,VA,Soaps N Suds,"Virginia Beach, VA #1",ok,true,true,true,true,true,true,10,87,false,"READY"
Liberty Wash,Rome,NY,,"Utica-Rome, NY #3",ok,true,true,true,true,true,true,2,69,false,"snips(2)"
Wash Fair Car Wash,Springfield,VA,,"Washington, DC #1",ok,true,true,true,true,true,true,14,68,true,"READY"
Time To Shine Car Wash,Wichita,KS,,"Wichita, KS #3",ok,true,true,true,true,true,true,10,89,false,"READY"